stimulus,osdi_vs_gt_rel_pct,osdi_vs_behav_rel_pct,pytorch_vs_gt_rel_pct,alpha_hat,toolchain
dc_read,2.11758236813575e-14,2.11758236813575e-14,274.06576122442874,0.06687601028255064,OpenVAF 23.5.0 -> OSDI -> ngspice 45.2
pulse_train,30.57380398534806,0.696664818108943,70.80098893522909,0.06687601028255064,OpenVAF 23.5.0 -> OSDI -> ngspice 45.2
sinusoid,52.01212397553984,0.1591234923021184,117.28860821508873,0.06687601028255064,OpenVAF 23.5.0 -> OSDI -> ngspice 45.2
crosstalk,30.060991479995284,0.45354967656079165,89.14342239435655,0.06687601028255064,OpenVAF 23.5.0 -> OSDI -> ngspice 45.2
ood_pulse,78.95382094894546,0.9258378048921676,99.42232724956541,0.06687601028255064,OpenVAF 23.5.0 -> OSDI -> ngspice 45.2
