layer,alpha_true,alpha_rec,r2,accepted,alpha_error,checkpoint_path,checkpoint_hash,checkpoint_file_sha256,model_class,model_architecture,model_parameter_count,profile,seed,device,train_source_ids,validation_source_ids,test_source_ids,execution_device,cluster_count
1,0.12,0.011939759492103838,0.29917756661976475,False,0.9005020042324681,checkpoints/multilayer_seed0.pt,6cec2fce0dabc594be2014f37b5491bf907bff5726e6deb06ec33fd256150054,490c916d2bf057a0e0fd77be0ee85d99251cd1c02486a4a701ab54395e98c12d,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
2,0.08,0.00878882200010186,0.3246750426294078,False,0.8901397249987267,checkpoints/multilayer_seed0.pt,6cec2fce0dabc594be2014f37b5491bf907bff5726e6deb06ec33fd256150054,490c916d2bf057a0e0fd77be0ee85d99251cd1c02486a4a701ab54395e98c12d,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
3,0.05,0.005483968050282663,0.36774153696638273,False,0.8903206389943467,checkpoints/multilayer_seed0.pt,6cec2fce0dabc594be2014f37b5491bf907bff5726e6deb06ec33fd256150054,490c916d2bf057a0e0fd77be0ee85d99251cd1c02486a4a701ab54395e98c12d,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
1,0.12,0.07225157915619203,0.9353828637262654,True,0.3979035070317331,checkpoints/multilayer_seed1.pt,5d183a6adf357528da7a37cf975d790550aeb1f239af5cef88ace1bfc3637f15,e29f5fde77c503a3b0d45f1d0fbb5a663789434cddb85c3cde1861d48bdeb6bf,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 307}",307,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
2,0.08,0.054736408864542806,0.9372396876145587,True,0.31579488919321497,checkpoints/multilayer_seed1.pt,5d183a6adf357528da7a37cf975d790550aeb1f239af5cef88ace1bfc3637f15,e29f5fde77c503a3b0d45f1d0fbb5a663789434cddb85c3cde1861d48bdeb6bf,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 307}",307,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
3,0.05,0.03751823969842412,0.9375022657871893,True,0.24963520603151768,checkpoints/multilayer_seed1.pt,5d183a6adf357528da7a37cf975d790550aeb1f239af5cef88ace1bfc3637f15,e29f5fde77c503a3b0d45f1d0fbb5a663789434cddb85c3cde1861d48bdeb6bf,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 307}",307,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
1,0.12,0.050308787198005356,0.6204703092080334,False,0.5807601066832887,checkpoints/multilayer_seed2.pt,f4343f9ffbb73e05c8960050a0258eb31a2d08678fa708640c2d3dd8016bd1c8,4e145fae3960d8f827758ca9ee6cc2e3095f8f24fd53003e026150b65691344e,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
2,0.08,0.04018408453624342,0.6280252128629535,False,0.49769894329695724,checkpoints/multilayer_seed2.pt,f4343f9ffbb73e05c8960050a0258eb31a2d08678fa708640c2d3dd8016bd1c8,4e145fae3960d8f827758ca9ee6cc2e3095f8f24fd53003e026150b65691344e,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
3,0.05,0.02991807751840715,0.6029313133193436,False,0.4016384496318571,checkpoints/multilayer_seed2.pt,f4343f9ffbb73e05c8960050a0258eb31a2d08678fa708640c2d3dd8016bd1c8,4e145fae3960d8f827758ca9ee6cc2e3095f8f24fd53003e026150b65691344e,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 3, ""parameters"": 295}",295,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
