device,train_sheet,validation_sheet,test_sheet,seed,correlation,nrmse,checkpoint_path,checkpoint_hash,checkpoint_file_sha256,model_class,model_architecture,model_parameter_count,train_source_ids,validation_source_ids,test_source_ids,profile,execution_device,cluster_count
GO-PDADMAC4,1p0_400mvs,1p0_400mvs,1p0_100mvs,2,0.9816784596504912,0.08315421316252883,checkpoints/cross_rate_GO-PDADMAC4_seed2.pt,67cb2765749ea7469a796e69be7c8261f678f53f4dbdda39050d1b3f016eb6f8,7bbeaa089e8aaa162757a28fd34bcea09c33029820a316fa781bb1bd6e74c8d8,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PDADMAC4-1p0_400mvs-cycle-1;GO-PDADMAC4-1p0_400mvs-cycle-2;GO-PDADMAC4-1p0_400mvs-cycle-3;GO-PDADMAC4-1p0_400mvs-cycle-4;GO-PDADMAC4-1p0_400mvs-cycle-5;GO-PDADMAC4-1p0_400mvs-cycle-6,GO-PDADMAC4-1p0_400mvs-cycle-7;GO-PDADMAC4-1p0_400mvs-cycle-8,GO-PDADMAC4-1p0_100mvs-cycle-1;GO-PDADMAC4-1p0_100mvs-cycle-2;GO-PDADMAC4-1p0_100mvs-cycle-3;GO-PDADMAC4-1p0_100mvs-cycle-4;GO-PDADMAC4-1p0_100mvs-cycle-5;GO-PDADMAC4-1p0_100mvs-cycle-6;GO-PDADMAC4-1p0_100mvs-cycle-7;GO-PDADMAC4-1p0_100mvs-cycle-8;GO-PDADMAC4-1p0_100mvs-cycle-9;GO-PDADMAC4-1p0_100mvs-cycle-10;GO-PDADMAC4-1p0_100mvs-cycle-11,final,cuda,16
GO-PDADMAC4,1p0_400mvs,1p0_400mvs,1p0_50mvs,2,0.982483712764801,0.0816962650769072,checkpoints/cross_rate_GO-PDADMAC4_seed2.pt,67cb2765749ea7469a796e69be7c8261f678f53f4dbdda39050d1b3f016eb6f8,7bbeaa089e8aaa162757a28fd34bcea09c33029820a316fa781bb1bd6e74c8d8,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PDADMAC4-1p0_400mvs-cycle-1;GO-PDADMAC4-1p0_400mvs-cycle-2;GO-PDADMAC4-1p0_400mvs-cycle-3;GO-PDADMAC4-1p0_400mvs-cycle-4;GO-PDADMAC4-1p0_400mvs-cycle-5;GO-PDADMAC4-1p0_400mvs-cycle-6,GO-PDADMAC4-1p0_400mvs-cycle-7;GO-PDADMAC4-1p0_400mvs-cycle-8,GO-PDADMAC4-1p0_50mvs-cycle-1;GO-PDADMAC4-1p0_50mvs-cycle-2;GO-PDADMAC4-1p0_50mvs-cycle-3;GO-PDADMAC4-1p0_50mvs-cycle-4;GO-PDADMAC4-1p0_50mvs-cycle-5;GO-PDADMAC4-1p0_50mvs-cycle-6;GO-PDADMAC4-1p0_50mvs-cycle-7;GO-PDADMAC4-1p0_50mvs-cycle-8;GO-PDADMAC4-1p0_50mvs-cycle-9,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_400mvs,0,0.9999051985296515,0.01015737939628657,checkpoints/cross_rate_GO-PEI3_seed0.pt,a3ff3ad5e17ea048ab857ab8363c3a122fad79529ce468ce3bcc46e1490e183c,f5d6d627521f74b48fa7ff192dc9d164a70a5b5426de3757a90eda38a05ee3b1,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_400mvs-cycle-9;GO-PEI3-1p0_400mvs-cycle-10;GO-PEI3-1p0_400mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_200mvs,0,0.9993791169856264,0.012061278331735528,checkpoints/cross_rate_GO-PEI3_seed0.pt,a3ff3ad5e17ea048ab857ab8363c3a122fad79529ce468ce3bcc46e1490e183c,f5d6d627521f74b48fa7ff192dc9d164a70a5b5426de3757a90eda38a05ee3b1,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_200mvs-cycle-1;GO-PEI3-1p0_200mvs-cycle-2;GO-PEI3-1p0_200mvs-cycle-3;GO-PEI3-1p0_200mvs-cycle-4;GO-PEI3-1p0_200mvs-cycle-5;GO-PEI3-1p0_200mvs-cycle-6;GO-PEI3-1p0_200mvs-cycle-7;GO-PEI3-1p0_200mvs-cycle-8;GO-PEI3-1p0_200mvs-cycle-9;GO-PEI3-1p0_200mvs-cycle-10;GO-PEI3-1p0_200mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_100mvs,0,0.9995627603955338,0.01244851636027672,checkpoints/cross_rate_GO-PEI3_seed0.pt,a3ff3ad5e17ea048ab857ab8363c3a122fad79529ce468ce3bcc46e1490e183c,f5d6d627521f74b48fa7ff192dc9d164a70a5b5426de3757a90eda38a05ee3b1,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_100mvs-cycle-1;GO-PEI3-1p0_100mvs-cycle-2;GO-PEI3-1p0_100mvs-cycle-3;GO-PEI3-1p0_100mvs-cycle-4;GO-PEI3-1p0_100mvs-cycle-5;GO-PEI3-1p0_100mvs-cycle-6;GO-PEI3-1p0_100mvs-cycle-7;GO-PEI3-1p0_100mvs-cycle-8;GO-PEI3-1p0_100mvs-cycle-9;GO-PEI3-1p0_100mvs-cycle-10;GO-PEI3-1p0_100mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_50mvs,0,0.9995426257359792,0.01290431256069298,checkpoints/cross_rate_GO-PEI3_seed0.pt,a3ff3ad5e17ea048ab857ab8363c3a122fad79529ce468ce3bcc46e1490e183c,f5d6d627521f74b48fa7ff192dc9d164a70a5b5426de3757a90eda38a05ee3b1,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_50mvs-cycle-1;GO-PEI3-1p0_50mvs-cycle-2;GO-PEI3-1p0_50mvs-cycle-3;GO-PEI3-1p0_50mvs-cycle-4;GO-PEI3-1p0_50mvs-cycle-5;GO-PEI3-1p0_50mvs-cycle-6;GO-PEI3-1p0_50mvs-cycle-7;GO-PEI3-1p0_50mvs-cycle-8;GO-PEI3-1p0_50mvs-cycle-9,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_400mvs,1,0.9999322598153386,0.0116682398437576,checkpoints/cross_rate_GO-PEI3_seed1.pt,cb6948ca1a5ca827bf9eca84bee3f3d7b09e89a08dfa63e9b12542da84b639e0,174c12376e5162c09d1424c2c9408c8a4acead9987110eeb877763eb249c6685,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_400mvs-cycle-9;GO-PEI3-1p0_400mvs-cycle-10;GO-PEI3-1p0_400mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_200mvs,1,0.9995127540486171,0.011940935928642133,checkpoints/cross_rate_GO-PEI3_seed1.pt,cb6948ca1a5ca827bf9eca84bee3f3d7b09e89a08dfa63e9b12542da84b639e0,174c12376e5162c09d1424c2c9408c8a4acead9987110eeb877763eb249c6685,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_200mvs-cycle-1;GO-PEI3-1p0_200mvs-cycle-2;GO-PEI3-1p0_200mvs-cycle-3;GO-PEI3-1p0_200mvs-cycle-4;GO-PEI3-1p0_200mvs-cycle-5;GO-PEI3-1p0_200mvs-cycle-6;GO-PEI3-1p0_200mvs-cycle-7;GO-PEI3-1p0_200mvs-cycle-8;GO-PEI3-1p0_200mvs-cycle-9;GO-PEI3-1p0_200mvs-cycle-10;GO-PEI3-1p0_200mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_100mvs,1,0.9996775018691583,0.01443633307047083,checkpoints/cross_rate_GO-PEI3_seed1.pt,cb6948ca1a5ca827bf9eca84bee3f3d7b09e89a08dfa63e9b12542da84b639e0,174c12376e5162c09d1424c2c9408c8a4acead9987110eeb877763eb249c6685,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_100mvs-cycle-1;GO-PEI3-1p0_100mvs-cycle-2;GO-PEI3-1p0_100mvs-cycle-3;GO-PEI3-1p0_100mvs-cycle-4;GO-PEI3-1p0_100mvs-cycle-5;GO-PEI3-1p0_100mvs-cycle-6;GO-PEI3-1p0_100mvs-cycle-7;GO-PEI3-1p0_100mvs-cycle-8;GO-PEI3-1p0_100mvs-cycle-9;GO-PEI3-1p0_100mvs-cycle-10;GO-PEI3-1p0_100mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_50mvs,1,0.9996264412418947,0.015269066334338,checkpoints/cross_rate_GO-PEI3_seed1.pt,cb6948ca1a5ca827bf9eca84bee3f3d7b09e89a08dfa63e9b12542da84b639e0,174c12376e5162c09d1424c2c9408c8a4acead9987110eeb877763eb249c6685,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_50mvs-cycle-1;GO-PEI3-1p0_50mvs-cycle-2;GO-PEI3-1p0_50mvs-cycle-3;GO-PEI3-1p0_50mvs-cycle-4;GO-PEI3-1p0_50mvs-cycle-5;GO-PEI3-1p0_50mvs-cycle-6;GO-PEI3-1p0_50mvs-cycle-7;GO-PEI3-1p0_50mvs-cycle-8;GO-PEI3-1p0_50mvs-cycle-9,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_400mvs,2,0.9998362377556428,0.011912095377939377,checkpoints/cross_rate_GO-PEI3_seed2.pt,a08903309aa37f57902f872dff1608ef91ae0b6faaab5ca17982540067e0a61e,0f5844ecfb413ae2069c3726509dcd1ec841e6f0bfb6de302235ca1060b63776,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_400mvs-cycle-9;GO-PEI3-1p0_400mvs-cycle-10;GO-PEI3-1p0_400mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_200mvs,2,0.9995123694770437,0.013631308425604626,checkpoints/cross_rate_GO-PEI3_seed2.pt,a08903309aa37f57902f872dff1608ef91ae0b6faaab5ca17982540067e0a61e,0f5844ecfb413ae2069c3726509dcd1ec841e6f0bfb6de302235ca1060b63776,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_200mvs-cycle-1;GO-PEI3-1p0_200mvs-cycle-2;GO-PEI3-1p0_200mvs-cycle-3;GO-PEI3-1p0_200mvs-cycle-4;GO-PEI3-1p0_200mvs-cycle-5;GO-PEI3-1p0_200mvs-cycle-6;GO-PEI3-1p0_200mvs-cycle-7;GO-PEI3-1p0_200mvs-cycle-8;GO-PEI3-1p0_200mvs-cycle-9;GO-PEI3-1p0_200mvs-cycle-10;GO-PEI3-1p0_200mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_100mvs,2,0.9995287033953816,0.015706317543223155,checkpoints/cross_rate_GO-PEI3_seed2.pt,a08903309aa37f57902f872dff1608ef91ae0b6faaab5ca17982540067e0a61e,0f5844ecfb413ae2069c3726509dcd1ec841e6f0bfb6de302235ca1060b63776,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_100mvs-cycle-1;GO-PEI3-1p0_100mvs-cycle-2;GO-PEI3-1p0_100mvs-cycle-3;GO-PEI3-1p0_100mvs-cycle-4;GO-PEI3-1p0_100mvs-cycle-5;GO-PEI3-1p0_100mvs-cycle-6;GO-PEI3-1p0_100mvs-cycle-7;GO-PEI3-1p0_100mvs-cycle-8;GO-PEI3-1p0_100mvs-cycle-9;GO-PEI3-1p0_100mvs-cycle-10;GO-PEI3-1p0_100mvs-cycle-11,final,cuda,16
GO-PEI3,1p0_400mvs,1p0_400mvs,1p0_50mvs,2,0.9994491348377308,0.01667833154645497,checkpoints/cross_rate_GO-PEI3_seed2.pt,a08903309aa37f57902f872dff1608ef91ae0b6faaab5ca17982540067e0a61e,0f5844ecfb413ae2069c3726509dcd1ec841e6f0bfb6de302235ca1060b63776,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI3-1p0_400mvs-cycle-1;GO-PEI3-1p0_400mvs-cycle-2;GO-PEI3-1p0_400mvs-cycle-3;GO-PEI3-1p0_400mvs-cycle-4;GO-PEI3-1p0_400mvs-cycle-5;GO-PEI3-1p0_400mvs-cycle-6,GO-PEI3-1p0_400mvs-cycle-7;GO-PEI3-1p0_400mvs-cycle-8,GO-PEI3-1p0_50mvs-cycle-1;GO-PEI3-1p0_50mvs-cycle-2;GO-PEI3-1p0_50mvs-cycle-3;GO-PEI3-1p0_50mvs-cycle-4;GO-PEI3-1p0_50mvs-cycle-5;GO-PEI3-1p0_50mvs-cycle-6;GO-PEI3-1p0_50mvs-cycle-7;GO-PEI3-1p0_50mvs-cycle-8;GO-PEI3-1p0_50mvs-cycle-9,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_400mvs,0,0.9989130537891073,0.022938737603621806,checkpoints/cross_rate_GO-PEI4_seed0.pt,fc056d280976dd1e7adb9ac0a58b2e93586780308b630a8b5d99fa45f565762f,a659627d334a3448c634598c0bd4e9d4584ccc474f349c23db0d8edec4d80dc9,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_400mvs-cycle-9;GO-PEI4-1p0_400mvs-cycle-10;GO-PEI4-1p0_400mvs-cycle-11,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_200mvs,0,0.9881604957411233,0.062043555027079374,checkpoints/cross_rate_GO-PEI4_seed0.pt,fc056d280976dd1e7adb9ac0a58b2e93586780308b630a8b5d99fa45f565762f,a659627d334a3448c634598c0bd4e9d4584ccc474f349c23db0d8edec4d80dc9,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_200mvs-cycle-1;GO-PEI4-1p0_200mvs-cycle-2;GO-PEI4-1p0_200mvs-cycle-3;GO-PEI4-1p0_200mvs-cycle-4;GO-PEI4-1p0_200mvs-cycle-5;GO-PEI4-1p0_200mvs-cycle-6;GO-PEI4-1p0_200mvs-cycle-7;GO-PEI4-1p0_200mvs-cycle-8;GO-PEI4-1p0_200mvs-cycle-9;GO-PEI4-1p0_200mvs-cycle-10;GO-PEI4-1p0_200mvs-cycle-11,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_100mvs,0,0.9882921892398087,0.06429978211828902,checkpoints/cross_rate_GO-PEI4_seed0.pt,fc056d280976dd1e7adb9ac0a58b2e93586780308b630a8b5d99fa45f565762f,a659627d334a3448c634598c0bd4e9d4584ccc474f349c23db0d8edec4d80dc9,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_100mvs-cycle-1;GO-PEI4-1p0_100mvs-cycle-2;GO-PEI4-1p0_100mvs-cycle-3;GO-PEI4-1p0_100mvs-cycle-4;GO-PEI4-1p0_100mvs-cycle-5;GO-PEI4-1p0_100mvs-cycle-6;GO-PEI4-1p0_100mvs-cycle-7;GO-PEI4-1p0_100mvs-cycle-8;GO-PEI4-1p0_100mvs-cycle-9;GO-PEI4-1p0_100mvs-cycle-10;GO-PEI4-1p0_100mvs-cycle-11,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_50mvs,0,0.9896835221072031,0.0615330358732923,checkpoints/cross_rate_GO-PEI4_seed0.pt,fc056d280976dd1e7adb9ac0a58b2e93586780308b630a8b5d99fa45f565762f,a659627d334a3448c634598c0bd4e9d4584ccc474f349c23db0d8edec4d80dc9,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_50mvs-cycle-1;GO-PEI4-1p0_50mvs-cycle-2;GO-PEI4-1p0_50mvs-cycle-3;GO-PEI4-1p0_50mvs-cycle-4;GO-PEI4-1p0_50mvs-cycle-5;GO-PEI4-1p0_50mvs-cycle-6;GO-PEI4-1p0_50mvs-cycle-7;GO-PEI4-1p0_50mvs-cycle-8;GO-PEI4-1p0_50mvs-cycle-9,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_400mvs,1,0.9966530869900694,0.045965950970819465,checkpoints/cross_rate_GO-PEI4_seed1.pt,bd05adfd11bbe924c8ddda43c08a2d8aa3fca7f29a9ccd8ae0e63d0b226f8c80,db65831d532d4723632118a4aacf026e0a6e55c1818d82828690f093d6f6f1e6,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_400mvs-cycle-9;GO-PEI4-1p0_400mvs-cycle-10;GO-PEI4-1p0_400mvs-cycle-11,final,cuda,16
GO-PEI4,1p0_400mvs,1p0_400mvs,1p0_200mvs,1,0.992887950502236,0.058861625074781196,checkpoints/cross_rate_GO-PEI4_seed1.pt,bd05adfd11bbe924c8ddda43c08a2d8aa3fca7f29a9ccd8ae0e63d0b226f8c80,db65831d532d4723632118a4aacf026e0a6e55c1818d82828690f093d6f6f1e6,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 16, ""input_size"": 2, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 993}",993,GO-PEI4-1p0_400mvs-cycle-1;GO-PEI4-1p0_400mvs-cycle-2;GO-PEI4-1p0_400mvs-cycle-3;GO-PEI4-1p0_400mvs-cycle-4;GO-PEI4-1p0_400mvs-cycle-5;GO-PEI4-1p0_400mvs-cycle-6,GO-PEI4-1p0_400mvs-cycle-7;GO-PEI4-1p0_400mvs-cycle-8,GO-PEI4-1p0_200mvs-cycle-1;GO-PEI4-1p0_200mvs-cycle-2;GO-PEI4-1p0_200mvs-cycle-3;GO-PEI4-1p0_200mvs-cycle-4;GO-PEI4-1p0_200mvs-cycle-5;GO-PEI4-1p0_200mvs-cycle-6;GO-PEI4-1p0_200mvs-cycle-7;GO-PEI4-1p0_200mvs-cycle-8;GO-PEI4-1p0_200mvs-cycle-9;GO-PEI4-1p0_200mvs-cycle-10;GO-PEI4-1p0_200mvs-cycle-11,final,cuda,16
