source_count,noise_pct,alpha_true,alpha_rec,r2,accepted,alpha_error,checkpoint_path,checkpoint_hash,checkpoint_file_sha256,model_class,model_architecture,model_parameter_count,profile,seed,device,train_source_ids,validation_source_ids,test_source_ids,execution_device,cluster_count
5,0,0.08,0.08282205675579268,0.9852839048660714,True,0.03527570944740852,checkpoints/detection_sources5_noise0_seed1.pt,939ecf32e8156e779e1368bc4aa4fb564b221445b038afb7b1c40679c55e911b,219ecde41e262fdce40c2aa86627ab8e0cd61161854d8df96bd4a739415abbcd,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,0,0.08,0.09773685045508777,0.9866873693539118,True,0.22171063068859714,checkpoints/detection_sources5_noise0_seed2.pt,3b902c52c42f3831b20a76fa38b0710efe617a761ec7480f7b13cff8028e8bfa,a5cea957f368fc75bb262cdf4a7fccbe3add73c86c70b99a6eac26cc1b23ab5b,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,1,0.08,0.07981196291297699,0.9592192933353018,True,0.0023504635877876975,checkpoints/detection_sources5_noise1_seed0.pt,654814361dadaee0d5c1f6b5562ad09a850814dc936952316158a328d8e74ef0,9e433dfc51ee7d52e25e70267da5c020cd7e4b6ea913193a0fd4f1051a0bfbb6,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,1,0.08,0.03283531290379054,0.8061962326329949,False,0.5895585887026182,checkpoints/detection_sources5_noise1_seed1.pt,dab8c4b12794face822ca639d070c5329ee5fef0095fb09863520f78b8743fcd,af12a3041b2973175e50b295ae4a482f8b74d4fa1bbb2b0238d0e85a473d73c9,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 277}",277,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
5,1,0.08,0.057727467702218205,0.7320140934857736,False,0.27840665372227247,checkpoints/detection_sources5_noise1_seed2.pt,95b87a3e5bd971642c2b44258a60771222775f21c1a3597fa17d01384f5083e9,4a1307f196892c14c2e0d2325bb1622b11026c3e4b6cc7300b881559e0d4e4cd,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 277}",277,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
5,3,0.08,0.0841311661554673,0.911535267690888,True,0.05163957694334122,checkpoints/detection_sources5_noise3_seed0.pt,98a7ae9483d5e65d03672dcf6d166b37b3942de08c160777d4f244106f3855a2,5a2d1024294279f618a12aa58c2dae9f5ae3a78cd3f3c7bf31a55a6bf621b3c7,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,3,0.08,0.05689577752304396,0.9139300689563576,True,0.28880278096195056,checkpoints/detection_sources5_noise3_seed1.pt,bb8c85da4ba784a7363f02bbe28d3ebae01f975d65422200b9b5338b75356ec7,605335fd8c387191935eed27ce27fcc54a8318f898465a231df8481ba67e8474,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 4, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 277}",277,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,4
5,3,0.08,0.10451817283686561,0.9407042448410939,True,0.30647716046082013,checkpoints/detection_sources5_noise3_seed2.pt,3241cea857cee9f23c73a8201890c1b4e46a1b86082aa1c2acf585bc963bc195,7869265a827e868ed6107fdd43aeec3fbf90512654cdb2aa55a65f99da75d1e5,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 8, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 281}",281,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,8
5,5,0.08,0.08940212394425066,0.9817730837348965,True,0.11752654930313328,checkpoints/detection_sources5_noise5_seed0.pt,2c0ec12014d8e8f940f3002ff76f66cf5bc6c66ef206bc18304a8bc1360a4eb5,7510dd6a21f6c369d79734d56712c1500d383fcd21db8e20b00ace1cf81bf4f6,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,5,0.08,0.08156814993397905,0.9110601576022299,True,0.019601874174738146,checkpoints/detection_sources5_noise5_seed1.pt,7f630b86d24537af8a7611e6ed7d94f5073814e1f1cfe1c7004b70cdf2c508f7,3f21820a06b2a9145b2da851182935dc9993b9a7637b1224dd9fb392361d6699,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 8, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 281}",281,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,8
5,5,0.08,0.09496832647452878,0.9491663914754404,True,0.18710408093160977,checkpoints/detection_sources5_noise5_seed2.pt,bb950e9168786723155dc87c6c9260b7ab4084ceab0991759ce01fc520ac0fc1,faf02d304a784bc87288ac1139736edd5ae348abc1b80439edb5cc336ec673e2,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 8, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 281}",281,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,8
5,10,0.08,0.08676504545955975,0.9669417844807645,True,0.08456306824449686,checkpoints/detection_sources5_noise10_seed0.pt,bd203a41c51717e8fe1d0831c9969b60e7a90cd01bf9c836e747ae1ac78b2681,7fbd4a6156bcf26f1c80fed9adc07be6eccb5c40324cd39cf128fbf773b29c52,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,0,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,10,0.08,0.09456583180778959,0.957745792905877,True,0.18207289759736983,checkpoints/detection_sources5_noise10_seed1.pt,51936035648f028124a142f1a1274e9486422aee4c49adb1abf228537b87a9f9,b38bb995e80d1e5ca1b9b581305f961c6f45364de6dd317717c89c8f90c1d9b3,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,1,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
5,10,0.08,0.07815186067963713,0.9550657359282329,True,0.023101741504535922,checkpoints/detection_sources5_noise10_seed2.pt,6499a472e634edef1ffa655ca2cb7f3612f1562fe58ab2ddcf4715dcc9acff6b,320f4432b6314431b734375921dbe9a9dd148f6b53e875f6fa7386c3f139aad0,GloballyClusteredModel,"{""class"": ""RecurrentStudent"", ""hidden_size"": 8, ""input_size"": 1, ""materialized_cluster_count"": 16, ""num_layers"": 1, ""output_size"": 1, ""parameters"": 289}",289,final,2,cuda,driver-42-tau0.05-heat800-artifactnone;driver-123-tau0.05-heat800-artifactnone;driver-456-tau0.05-heat800-artifactnone;driver-7-tau0.05-heat800-artifactnone;driver-99-tau0.05-heat800-artifactnone,driver-999-tau0.05-heat800-artifactnone,driver-777-tau0.05-heat800-artifactnone;driver-888-tau0.05-heat800-artifactnone;driver-555-tau0.05-heat800-artifactnone,cuda,16
