device,holdout_corr_mean,holdout_corr_std,holdout_nrmse_mean,holdout_nrmse_std,i_scale_uA,cross_device_corr_avg
GO-PDADMAC4,0.9930038091035674,0.0012055585738178394,0.04057241976261139,0.0016379336195131173,22.48376,0.981298545517262
GO-PEI3,0.9999511340853374,7.1252415268074825e-06,0.003192548950513204,0.00014205103238020428,32.82689,0.9839135050901671
GO-PEI4,0.9947900573505647,0.0005702691668421044,0.032515414680043854,0.001859541293711806,16.77602,0.98999181935677
